observation,temperature,pressure,flow_rate,pH,catalyst_conc,time,quality
1,192.625121086439,7.83088250704301,5.54855813563515,6.388291472985,0.114102928669132,74.6833573364352,159.468728484549
2,221.136873170795,9.03042538378667,6.88416933506634,6.57385645353309,0.0730292046528913,56.7008893727804,162.558122300393
3,222.440524620857,8.91517785142912,6.91561817587209,7.41067517538705,0.0898632787547576,70.3384190659889,168.058363067263
4,180.267089371241,9.12336610969324,4.03964998981967,6.76437665308647,0.0849583074980235,51.6856696141424,159.743614834229
5,174.702523081991,10.4970725593136,3.41711952403073,7.00943458979552,0.0722067490571687,63.6350477881879,151.067579972571
6,170.339788700804,9.84725647749582,4.6059349881684,6.95528199726817,0.104651298344176,54.5905154234179,149.380945550505
7,174.896940750801,9.42966624724067,5.14985690053072,7.26391160703308,0.121029992460867,63.246153859196,164.734409882137
8,210.809856013947,9.66477086967894,1.7353767392589,6.07220686768966,0.0949100232143481,59.5456849405129,165.396025413135
9,198.670835717289,11.4828042378416,5.36037904553975,7.90276894724292,0.113482419967715,52.7090414645129,169.297849275047
10,223.77910314873,7.13205349454416,4.22311840318597,6.95892896403321,0.117324597419963,70.4070338222651,162.588764583296
11,207.516655531786,11.0575298171772,4.47516015523225,6.98724527843928,0.0737002206870116,57.3154116561747,164.278247635438
12,225.073262617832,10.3847840052574,6.31200276252048,7.0642381386072,0.0976646231264636,55.6037368594309,168.1527050505
13,211.484318631276,11.1508811501013,5.5439313896444,7.70948667984333,0.0888108943477146,41.5648148742867,172.309800258528
14,206.461337588279,7.70936005752479,5.90317074805065,7.04998254376872,0.0952289872732111,42.9664861662998,165.423735257641
15,180.495021990095,8.63337285051899,4.87592404410607,6.8867044846056,0.120509546226493,49.2327535931211,152.492517514609
16,207.388760538644,11.1058729762546,5.42153575687353,6.16676432393658,0.0996717749198598,64.7176241249371,166.556234866373
17,168.825835237057,11.3229613192588,4.93910180138723,7.38558189294494,0.096305054006599,68.653203631815,154.951838106388
18,178.898117593156,7.44925018725351,4.54194556450264,6.60116766291671,0.104116691501665,48.2404547273028,153.758849817058
19,218.00968807765,9.93863187292753,3.71851659015521,7.41195695030577,0.0647204048750559,51.661414180128,166.884743328405
20,185.350857390436,9.6690385279698,3.28599970222144,6.64732217107326,0.0795195721549118,63.7906155343581,158.729529305601
21,195.903736601555,10.3188317289708,7.05668860181539,7.66542822164755,0.109390863669611,51.9266380567308,161.62125677344
22,181.524784152558,8.91939053201274,5.98728276080725,6.96411948474103,0.0793142974543229,79.6513040637835,155.170545482008
23,210.694354023608,9.29529338467793,3.54011990410741,7.10305189875141,0.103814937140367,56.3201121324231,162.545116965713
24,203.036860790564,10.0980358557144,3.98606847084614,6.81594321609521,0.0766389316666865,50.9804727574396,165.914821155954
25,218.581863424438,8.04591837535351,4.4323538743539,6.98046758915702,0.073092466072544,52.2093816154257,163.398136515357
26,208.735131026262,7.33215946942284,5.62520405205549,6.8106414659307,0.115998393014562,53.2132714379786,160.813611976877
27,192.686092760684,12.6628515746983,5.41031483581491,7.73095908304765,0.106418694343744,50.9211229265554,168.661535239945
28,208.886808033216,10.5489115903297,6.08767547749521,7.16481670133285,0.117225798215496,70.8627897576025,172.158689197172
29,226.473576524075,7.88529404242624,5.13214707731511,6.54785001543386,0.0986866736734819,41.3417456852754,164.364343084826
30,202.430619200337,9.90441275761179,4.47367385565961,7.01030313993995,0.0914816144950924,68.1764958889459,164.382494454873
31,230.038105288384,10.2907820173654,5.02997318830175,6.75060967627528,0.117871877663547,59.3043628401941,172.62820690279
32,166.619010748919,12.1365039735179,6.66727663343835,7.63592578850402,0.0571071506206069,53.8672960106446,155.92158145178
33,178.411897805395,8.05882283380779,5.45489284508332,7.31904902067862,0.103927867256013,70.3134303997307,161.381087761505
34,210.974987977576,13.8459337972395,2.05525921362234,6.48580273236293,0.105449126666604,64.1909617331063,167.933642637703
35,225.191662055846,10.6535828993481,6.53917686107807,6.92645352974803,0.0666951685664349,55.19623252121,167.377273988837
36,201.79687649972,6.64072036476452,5.72976252188335,6.60867965004089,0.1016550858831,62.7459993662057,157.620376890022
37,234.635749203279,8.62053069473877,3.59846823633488,7.08588283295787,0.0964126506177391,51.6859529505238,170.980206255702
38,157.543054766808,11.0188967707391,4.17219474352444,6.22260604382937,0.0579224821042294,53.3113475224403,149.203189328477
39,164.862852690759,8.31466646435904,5.95068575844905,6.58687190019429,0.0858631816187437,44.978114633266,147.549485138517
40,196.591298656344,8.40489906338009,6.71125661252561,6.5942531366224,0.103527923801501,57.7458672590253,162.964268041497
41,154.665909928447,9.45395728203874,3.31682074562678,6.71187847937237,0.0715641569323593,64.9534865874205,147.43581003009
42,232.33517162602,8.21645638882611,6.13641857902478,7.29133426627301,0.0996105937326173,60.9602449552467,173.914429676562
43,202.459316006615,6.78452281537871,4.70306214437366,7.1191459236708,0.0872997482194505,68.658123096928,158.900633240459
44,203.452037716024,13.8780416814524,5.35516618152736,7.71587471438838,0.110411349184096,55.6092391553459,179.543697021175
45,160.383014735988,15.144770701159,5.72431596109607,7.57228653357405,0.0932359017048803,40.4259502383167,158.711856960277
46,213.975195000377,9.75731448447393,3.84083956645732,7.22382998100204,0.0999664536388504,65.8386873921048,168.053675571638
47,211.590131210505,9.87152908364447,6.2096488633065,7.30167050947836,0.0725332149242272,67.3145451919067,167.909561652302
48,186.356665619181,8.82104735945664,4.42975759949332,6.0940611106372,0.0857473989180425,61.7454185338507,155.007519869531
49,184.856922363866,10.1840993765066,5.97448175409904,7.60595898994423,0.110598194247293,54.8194288618696,165.929925366733
50,171.360135002326,6.38654340845683,4.36811925703069,6.89042533207814,0.100429360070149,57.6828367451673,153.305290517548
